,gvkey,permno,ticker,names.firms,names.firms.1,regexes,done
1276,20935,14782,TRUP,TRUPANION INC,TRUPANION,,1
1277,157415,90052,TRW,TRW AUTOMOTIVE HOLDINGS CORP,TRW AUTOMOTIVE,,1
1278,63417,83916,TTEC,TTEC HOLDINGS INC,TTEC,,1
1279,20090,14834,TUBE,TUBEMOGUL INC,TUBEMOGUL,,1
1280,62723,83382,TCX,TUCOWS INC,TUCOWS,,1
1281,170904,13367,TUMI,TUMI HOLDINGS INC,TUMI,,1
1282,66929,16083,TPB,TURNING POINT BRANDS INC,TURNING POINT BRANDS,,1
1283,8486,50550,TPC,TUTOR PERINI CORP,TUTOR PERINI,,1
1284,120359,86926,TWTC,TW TELECOM INC,TW TELECOM,,1
1285,27364,16140,TWLO,TWILIO INC,TWILIO,,1
1286,10777,59600,TWIN,TWIN DISC INC,TWIN DISC,,1
1287,4723,66157,USB,U S BANCORP,U S BANCORP,U.?S.? BANCORP,1
1288,120824,12588,USCR,U S CONCRETE INC,U S CONCRETE,,
1289,10938,79039,USEG,U S ENERGY CORP/WY,U S ENERGY,,
1290,12407,91287,GROW,U S GLOBAL INVESTORS INC,U S GLOBAL INVESTORS,,
1291,19807,75755,USHS,U S HOME SYSTEMS INC,U S HOME SYSTEMS,U.?S.? HOME SYSTEMS,1
1292,25318,77629,USPH,U S PHYSICAL THERAPY INC,U S PHYSICAL THERAPY,U.?S.? PHYSICAL THERAPY,1
1293,181989,13253,SLCA,U S SILICA HOLDINGS INC,U S SILICA,U.?S.? SILICA,1
1294,162198,90463,UAPH,UAP HOLDING CORP,UAP,,1
1295,17689,14042,UCP,UCP INC,UCP,,1
1296,29156,79878,UFPI,UFP INDUSTRIES INC,UFP INDUSTRIES,,1
1297,10801,17929,UGI,UGI CORP,UGI,,1
1298,111064,86196,ULTI,ULTIMATE SOFTWARE GROUP INC,ULTIMATE SOFTWARE,,1
1299,264416,90097,UCTT,ULTRA CLEAN HOLDINGS INC,ULTRA CLEAN,ULTRA CLEAN HOLDINGS,1
1300,26045,78213,ULBI,ULTRALIFE CORP,ULTRALIFE,ULTRALIFE CORP*,1
1301,28938,79628,UTEK,ULTRATECH INC,ULTRATECH,,1
1302,10916,78829,UMBF,UMB FINANCIAL CORP,UMB FINANCIAL,,1
1303,162355,90876,UNCA,UNICA CORP,UNICA,,1
1304,10839,78044,UFI,UNIFI INC,UNIFI,,1
1305,10840,65306,UNF,UNIFIRST CORP,UNIFIRST,,1
1306,111537,89279,UNB,UNION BANKSHARES INC,UNION BANKSHARES,,1
1307,10867,48725,UNP,UNION PACIFIC CORP,UNION PACIFIC,,1
1308,22180,15590,UFAB,UNIQUE FABRICATING INC,UNIQUE FABRICATING,,1
1309,2504,10890,UIS,UNISYS CORP,UNISYS,,1
1310,64794,89323,UCBI,UNITED COMMUNITY BANKS INC,UNITED COMMUNITY BANKS,,1
1311,162557,90711,UBNK,UNITED FINANCIAL BANCORP INC,UNITED FINANCIAL BANCORP,,1
1312,17252,78693,UFCS,UNITED FIRE GROUP INC,UNITED FIRE,,1
1313,178823,13712,UIHC,UNITED INSURANCE HOLDINGS CO,UNITED INSURANCE,,1
1314,63927,84275,UNFI,UNITED NATURAL FOODS INC,UNITED NATURAL FOODS,,1
1315,124198,87261,UNTD,UNITED ONLINE INC,UNITED ONLINE,,1
1316,10920,87447,UPS,UNITED PARCEL SERVICE INC,UNITED PARCEL SERVICE,,1
1317,23978,76644,X,UNITED STATES STEEL CORP,UNITED STATES STEEL,,1
1318,121440,87006,UTHR,UNITED THERAPEUTICS CORP,UNITED THERAPEUTICS,,1
1319,10902,78749,UG,UNITED-GUARDIAN INC,UNITED-GUARDIAN,UNITED.?GUARDIAN,1
1320,10903,92655,UNH,UNITEDHEALTH GROUP INC,UNITEDHEALTH,,1
1321,10999,67360,UTL,UNITIL CORP,UNITIL,,1
1322,21515,15482,UNVR,UNIVAR SOLUTIONS INC,UNIVAR SOLUTIONS,,1
1323,17266,12785,UAM,UNIVERSAL AMERICAN CORP,UNIVERSAL AMERICAN,,1
1324,11017,16555,UVV,UNIVERSAL CORP/VA,UNIVERSAL,UNIVERSAL CORP*,1
1325,25274,77610,OLED,UNIVERSAL DISPLAY CORP,UNIVERSAL DISPLAY,,1
1326,27828,78915,UEIC,UNIVERSAL ELECTRONICS INC,UNIVERSAL ELECTRONICS,,1
1327,11032,79637,UHS,UNIVERSAL HEALTH SVCS INC,UNIVERSAL HEALTH SERVICES,,1
1328,26016,78211,UVE,UNIVERSAL INSURANCE HLDGS,UNIVERSAL INSURANCE,,1
1329,176325,91654,UPGI,UNIVERSAL POWER GROUP INC,UNIVERSAL POWER,,1
1330,156633,89973,UTI,UNIVERSAL TECHNICAL INST,UNIVERSAL TECHNICAL INST,,1
1331,31170,81184,USAP,UNVL STAINLESS & ALLOY PRODS,UNVL STAINLESS & ALLOY PRODS,UNIVERSAL STAINLESS & ALLOY|UNIVERSAL STAINLESS AND ALLOY,1
1332,22040,15087,UPLD,UPLAND SOFTWARE INC,UPLAND SOFTWARE,,1
1333,10813,50278,URS,URS CORP,URS,,1
1334,14369,75320,USM,US CELLULAR CORP,US CELLULAR,U.?S.? CELLULAR,1
1335,1439,12758,ECOL,US ECOLOGY INC,US ECOLOGY,,
1336,18312,16084,USFD,US FOODS HOLDING CORP,US FOODS,,
1337,34412,16674,USWS,US WELL SERVICES INC,US WELL SERVICES,U.?S.? WELL SERVICES,1
1338,62213,91910,USAT,USA TECHNOLOGIES INC,USA TECH*,,1
1339,25069,77425,USAK,USA TRUCK INC,USA TRUCK,,1
1340,10816,79244,USG,USG CORP,USG,,1
1341,132525,87825,UTSI,UTSTARCOM HOLDINGS CORP,UTSTARCOM,,1
1342,25021,77461,VCI,VALASSIS COMMUNICATIONS INC,VALASSIS COMMUNICATIONS,,1
1343,11861,80072,VLY,VALLEY NATIONAL BANCORP,VALLEY NATIONAL BANCORP,,1
1344,11094,80128,VMI,VALMONT INDUSTRIES INC,VALMONT INDUSTRIES,,1
1345,29004,16543,VREX,VAREX IMAGING CORP,VAREX IMAGING,,1
1346,119216,86789,VARI,VARIAN INC,VARIAN,VARIAN INC*,1
1347,11115,27043,VAR,VARIAN MEDICAL SYSTEMS INC,VARIAN MEDICAL SYSTEMS,,1
1348,119217,86791,VSEA,VARIAN SEMICONDUCTOR EQUIPMT,VARIAN SEMICONDUCTOR EQUIPMT,,1
1349,19044,14472,VRNS,VARONIS SYSTEMS INC,VARONIS SYSTEMS,,1
1350,125000,88475,VASC,VASCULAR SOLUTIONS INC,VASCULAR SOLUTIONS,,1
1351,24539,89213,WOOF,VCA INC,VCA,,
1352,13963,75233,VGR,VECTOR GROUP LTD,VECTOR,VECTOR GROUP,1
1353,11124,81116,VECO,VEECO INSTRUMENTS INC,VEECO INSTRUMENTS,,1
1354,18689,14231,VEEV,VEEVA SYSTEMS INC,VEEVA SYSTEMS,,1
1355,176070,91598,VQ,VENOCO INC,VENOCO,,1
1356,185195,12363,VRA,VERA BRADLEY INC,VERA BRADLEY,,1
1357,147242,89397,VRNT,VERINT SYSTEMS INC,VERINT SYSTEMS,,1
1358,31091,16712,VERI,VERITONE INC,VERITONE,,1
1359,34300,16631,VRRM,VERRA MOBILITY CORP,VERRA MOBILITY,,1
1360,63281,83808,VSNT,VERSANT CORP,VERSANT,VERSANT CORP*,1
1361,179817,92670,VRS,VERSO CORP,VERSO,,1
1362,26709,16279,VSM,VERSUM MATERIALS INC,VERSUM MATERIALS,,1
1363,183704,78003,VTNR,VERTEX ENERGY INC,VERTEX ENERGY,,1
1364,62388,88163,VTRO,VERTRO INC,VERTRO,,1
1365,11060,43553,VFC,VF CORP,VF,,1
1366,160785,19721,VVI,VIAD CORP,VIAD,,1
1367,64088,84348,VSAT,VIASAT INC,VIASAT,,1
1368,133346,93271,VIAS,VIASYSTEMS GROUP INC,VIASYSTEMS,,1
1369,29241,79879,VIAV,VIAVI SOLUTIONS INC,VIAVI SOLUTIONS,,1
1370,118445,86739,VIGN,VIGNETTE CORP,VIGNETTE,VIGNETTE CORP*,1
1371,19175,14296,VNCE,VINCE HOLDING CORP,VINCE,VINCE HOLDING,1
1372,153668,89644,VMED,VIRGIN MEDIA INC,VIRGIN MEDIA,,1
1373,62472,85406,VCBI,VIRGINIA COMM BANCORP INC,VIRGINIA COMM BANCORP,,1
1374,65344,17373,VTSI,VIRTRA INC,VIRTRA,,1
1375,23432,15302,VIRT,VIRTU FINANCIAL INC,VIRTU FINANCIAL,,1
1376,175949,92455,VRAD,VIRTUAL RADIOLOGIC CORP,VIRTUAL RADIOLOGIC,,1
1377,164411,91286,VSCP,VIRTUALSCOPICS INC,VIRTUALSCOPICS,,1
1378,25030,92871,VRTS,VIRTUS INVESTMENT PTNRS INC,VIRTUS INVESTMENT PTNRS,,1
1379,177871,92229,VRTU,VIRTUSA CORP,VIRTUSA,,1
1380,22653,15168,VSTO,VISTA OUTDOOR INC,VISTA OUTDOOR,,1
1381,179818,93047,VITC,VITACOST.COM INC,VITACOST.COM,VITACOST*,1
1382,64767,88653,VTAL,VITAL IMAGES INC,VITAL IMAGES,VITAL IMAGES INC*,1
1383,18936,14615,VTL,VITAL THERAPIES INC,VITAL THERAPIES,,1
1384,178201,93071,VSI,VITAMIN SHOPPE INC,VITAMIN SHOPPE,,1
1385,24803,77173,VTSS,VITESSE SEMICONDUCTOR CORP,VITESSE SEMICONDUCTOR,,1
1386,141276,90428,VNUS,VNUS MEDICAL TECHNOLOGIES,VNUS MEDICAL TECH*,,1
1387,187739,13316,VCRA,VOCERA COMMUNICATIONS INC,VOCERA COMMUNICATIONS,,1
1388,164369,91033,VOCS,VOCUS INC,VOCUS,VOCUS INC*,1
1389,174118,91371,VOLC,VOLCANO CORP,VOLCANO,VOLCANO CORP*,1
1390,163977,90747,VLCM,VOLCOM INC,VOLCOM,,1
1391,184994,93433,VLTC,VOLTARI CORP,VOLTARI,,1
1392,160505,90299,VLTR,VOLTERRA SEMICONDUCTOR CORP,VOLTERRA SEMICONDUCTOR,,1
1393,166562,91237,VG,VONAGE HOLDINGS CORP,VONAGE,,1
1394,16384,13904,VOYA,VOYA FINANCIAL INC,VOYA FINANCIAL,,1
1395,21801,15023,VWR,VWR CORP,VWR,,1
1396,66354,85763,WPC,W P CAREY INC,W P CAREY,W.?P.? CAREY,1
1397,160341,90533,WTI,W&T OFFSHORE INC,W&T OFFSHORE,W AND T OFFSHORE|W&T OFFSHORE|W.?T OFFSHORE,1
1398,66599,85931,WDR,WADDELL&REED FINL INC  -CL A,WADDELL&REED FINL,WADDELL AND REED|WADDELL&REED|WADDELL.?REED,1
1399,11264,19502,WBA,WALGREENS BOOTS ALLIANCE INC,WALGREENS BOOTS ALLIANCE,,1
1400,185370,12477,WD,WALKER & DUNLOP INC,WALKER & DUNLOP,WALKER AND DUNLOP|WALKER & DUNLOP,1
1401,30397,16653,HCC,WARRIOR MET COAL INC,WARRIOR MET COAL,,1
1402,111976,86199,WBCO,WASHINGTON BANKING CO,WASHINGTON BANKING,,1
1403,19873,11397,WASH,WASHINGTON TR BANCORP INC,WASHINGTON TR BANCORP,,1
1404,110732,86097,WCN,WASTE CONNECTIONS INC,WASTE CONNECTIONS,,1
1405,14477,11955,WM,WASTE MANAGEMENT INC,WASTE MANAGEMENT,WASTE MANAGEMENT INC*,1
1406,120835,86956,WSII,WASTE SERVICES INC,WASTE SERVICES,WASTE SERVICES INC*,1
1407,61574,82651,WAT,WATERS CORP,WATERS,WATERS CORP*,1
1408,12445,10606,WTS,WATTS WATER TECHNOLOGIES INC,WATTS WATER TECH*,,1
1409,145186,14043,WCIC,WCI COMMUNITIES INC,WCI COMMUNITIES,,1
1410,163916,90984,WEB,WEB.COM GROUP INC,WEB.COM,,1
1411,133432,87827,WBSN,WEBSENSE INC,WEBSENSE,WEBSENSE INC*,1
1412,17150,10932,WBS,WEBSTER FINANCIAL CORP,WEBSTER FINANCIAL,,1
1413,11550,23536,WEC,WEC ENERGY GROUP INC,WEC ENERGY,,1
1414,26495,15921,WBT,WELBILT INC,WELBILT,,1
1415,260778,90272,WCG,WELLCARE HEALTH PLANS INC,WELLCARE HEALTH PLANS,,1
1416,187714,12908,WAIR,WESCO AIRCRAFT HOLDINGS INC,WESCO AIRCRAFT,,1
1417,120444,86876,WCC,WESCO INTL INC,WESCO,,1
1418,63725,89425,WTBA,WEST BANCORPORATION INC,WEST BANCORPORATION,,1
1419,17780,76331,WCBO,WEST COAST BANCORP/OR,WEST COAST BANCORP/OR,WEST COAST BANCORP*,1
1420,29268,79884,WMAR,WEST MARINE INC,WEST MARINE,,1
1421,11376,62498,WST,WEST PHARMACEUTICAL SVSC INC,WEST PHARMA* SERVICES,WEST PHARMA*,1
1422,163920,90776,WAL,WESTERN ALLIANCE BANCORP,WESTERN ALLIANCE BANCORP,,1
1423,11399,66384,WDC,WESTERN DIGITAL CORP,WESTERN DIGITAL,,1
1424,165652,91073,WNR,WESTERN REFINING INC,WESTERN REFINING,,1
1425,160684,90312,WLK,WESTLAKE CHEMICAL CORP,WESTLAKE CHEMICAL,,1
1426,29830,80361,WRK,WESTROCK CO,WESTROCK,,1
1427,149082,89443,WHG,WESTWOOD HOLDINGS GROUP INC,WESTWOOD,WESTWOOD HOLDINGS,1
1428,162385,90569,WEX,WEX INC,WEX,,1
1429,2345,39757,WEDC,WHITE ELECTRONIC DESIGNS CP,WHITE ELECTRONIC DESIGNS,,1
1430,13540,13627,WWAV,WHITEWAVE FOODS CO,WHITEWAVE FOODS,,1
1431,11482,77053,WTNY,WHITNEY HOLDING CORP,WHITNEY,WHITNEY HOLDING,1
1432,175654,91625,WLDN,WILLDAN GROUP INC,WILLDAN,,1
1433,24544,13906,WLH,WILLIAM LYON HOMES,WILLIAM LYON HOMES,,1
1434,11506,38156,WMB,WILLIAMS COS INC,WILLIAMS,WILLIAMS COS|WILLIAMS COMPANIES,1
1435,32771,15782,WSC,WILLSCOT MOBILE MINI HOLDING,WILLSCOT MOBILE MINI,,1
1436,11513,83030,WL,WILMINGTON TRUST CORP,WILMINGTON TRUST,,1
1437,64218,86440,WIBC,WILSHIRE BANCORP INC,WILSHIRE BANCORP,,1
1438,23843,15440,WING,WINGSTOP INC,WINGSTOP,,1
1439,11537,51086,WGO,WINNEBAGO INDUSTRIES,WINNEBAGO INDUSTRIES,,1
1440,63781,84636,WTFC,WINTRUST FINANCIAL CORP,WINTRUST FINANCIAL,,1
1441,24750,77217,WETF,WISDOMTREE INVESTMENTS INC,WISDOMTREE INVESTMENTS,,1
1442,11566,42286,WWW,WOLVERINE WORLD WIDE,WOLVERINE WORLD WIDE,,1
1443,11580,84403,WWD,WOODWARD INC,WOODWARD,,1
1444,15044,13628,WDAY,WORKDAY INC,WORKDAY,WORKDAY INC*,1
1445,24725,77114,WRLD,WORLD ACCEPTANCE CORP/DE,WORLD ACCEPTANCE,,1
1446,176068,92921,XWES,WORLD ENERGY SOLUTIONS INC,WORLD ENERGY SOLUTIONS,,1
1447,12471,75070,INT,WORLD FUEL SERVICES CORP,WORLD FUEL SERVICES,,1
1448,125240,87356,WWE,WORLD WRESTLING ENTMT INC,WORLD WRESTLING ENTMT,,1
1449,194956,13314,WP,WORLDPAY INC,WORLDPAY,,1
1450,11600,83601,WOR,WORTHINGTON INDUSTRIES,WORTHINGTON INDUSTRIES,,1
1451,127383,90640,WPCS,WPCS INTERNATIONAL INC,WPCS INTERNATIONAL,,1
1452,143421,89046,WMGI,WRIGHT MEDICAL GROUP NV,WRIGHT MEDICAL GROUP NV,,1
1453,17132,10892,WSFS,WSFS FINANCIAL CORP,WSFS FINANCIAL,,1
1454,174729,91392,WYND,WYNDHAM DESTINATIONS INC,WYNDHAM DESTINATIONS,,1
1455,33243,17794,WH,WYNDHAM HOTELS & RESRTS,WYNDHAM HOTELS & RESRTS,WYNDHAM HOTELS,1
1456,12189,10163,XRIT,X-RITE INC,X-RITE,X.?RITE,1
1457,24074,15485,XTLY,XACTLY CORP,XACTLY,,1
1458,23297,15305,XBIT,XBIOTECH INC,XBIOTECH,,1
1459,189757,15543,XELB,XCEL BRANDS INC,XCEL BRANDS,,1
1460,7977,23931,XEL,XCEL ENERGY INC,XCEL ENERGY,,1
1461,127094,87496,XOXO,XO GROUP INC,XO,X.?O.? GROUP,1
1462,144998,90175,XPO,XPO LOGISTICS INC,XPO LOGISTICS,,1
1463,185193,12592,XTNT,XTANT MEDICAL HOLDINGS INC,XTANT MEDICAL,,1
1464,122515,89481,YDKN,YADKIN FINANCIAL CORP,YADKIN FINANCIAL,,1
1465,30622,16650,YEXT,YEXT INC,YEXT,,1
1466,175490,91615,YTEN,YIELD10 BIOSCIENCE INC,YIELD10 BIOSCIENCE,,1
1467,178003,93048,YONG,YONGYE INTERNATIONAL INC,YONGYE INTERNATIONAL,,1
1468,187665,16808,YGYI,YOUNGEVITY INTERNATIONAL INC,YOUNGEVITY INTERNATIONAL,,1
1469,11649,59483,YRCW,YRC WORLDWIDE INC,YRC WORLDWIDE,,1
1470,65765,85540,CTIB,YUNHONG CTI LTD,YUNHONG CTI,,1
1471,187653,13049,ZLTQ,ZELTIQ AESTHETICS INC,ZELTIQ AESTHETICS,,1
1472,178538,92378,ZEP,ZEP INC,ZEP,,1
1473,11687,84129,ZION,ZIONS BANCORPORATION NA,ZIONS BANCORPORATION NA,,1
1474,165215,91488,ZIOP,ZIOPHARM ONCOLOGY INC,ZIOPHARM ONCOLOGY,,1
1475,20113,14588,ZOES,ZOE'S KITCHEN INC,ZOE'S KITCHEN,ZOE.?S KITCHEN,1
1476,164652,90988,BKD,BROOKDALE SENIOR LIVING INC,BROOKDALE SENIOR LIVING,,1
1477,31477,81241,BRKS,BROOKS AUTOMATION INC,BROOKS AUTOMATION,,1
1478,2444,10874,BC,BRUNSWICK CORP,BRUNSWICK,,1
1479,16698,86124,BMTC,BRYN MAWR BANK CORP,BRYN MAWR BANK,,1
1480,15331,75447,BTUI,BTU INTERNATIONAL INC,BTU INTERNATIONAL,BTU,1
1481,25234,77584,BKE,BUCKLE INC,BUCKLE,,1
1482,24363,90277,BUCY,BUCYRUS INTERNATIONAL INC,BUCYRUS INTERNATIONAL,BUCYRUS,1
1483,157218,89904,BWLD,BUFFALO WILD WINGS INC,BUFFALO WILD WINGS,,1
1484,18675,14182,BURL,BURLINGTON STORES INC,BURLINGTON STORES,,1
1485,65609,85459,CHRW,C H ROBINSON WORLDWIDE INC,C H ROBINSON WORLDWIDE,C.?H.? ROBINSON,1
1486,186336,16602,CJ,C&J ENERGY SERVICES INC,C&J ENERGY SERVICES,C.?J ENERGY|C AND J ENERGY,1
1487,3310,25778,CA,CA INC,CA,,
1488,23225,15395,CABO,CABLE ONE INC,CABLE ONE,,1
1489,2593,46690,CBT,CABOT CORP,CABOT,,1
1490,20548,76082,COG,CABOT OIL & GAS CORP,CABOT OIL & GAS,CABOT OIL & GAS|CABOT OIL AND GAS,1
1491,2595,20504,CACH,CACHE INC,CACHE,,1
1492,2596,20512,CACI,CACI INTL INC  -CL A,CACI,,1
1493,30962,16654,CADE,CADENCE BANCORPORATION,CADENCE BANCORPORATION,,1
1494,13421,11403,CDNS,CADENCE DESIGN SYSTEMS INC,CADENCE DESIGN SYSTEMS,,1
1495,188855,13329,PRSS,CAFEPRESS INC,CAFEPRESS,,1
1496,177109,91979,CAI,CAI INTERNATIONAL INC,CAI INTERNATIONAL,CAI,1
1497,4632,34666,CLBS,CALADRIUS BIOSCIENCES INC,CALADRIUS BIOSCIENCES,,1
1498,160989,90404,CLMS,CALAMOS ASSET MANAGEMENT INC,CALAMOS ASSET MANAGEMENT,,1
1499,2615,20670,CAMP,CALAMP CORP,CALAMP,,1
1500,10002,72696,CAA,CALATLANTIC GROUP INC,CALATLANTIC,,1
1501,2628,20750,CWT,CALIFORNIA WATER SERVICE GP,CALIFORNIA WATER SERVICE,,1
1502,32193,16818,CLXT,CALYXT INC,CALYXT,,1
1503,176939,93188,ABCD,CAMBIUM LEARNING GROUP INC,CAMBIUM LEARNING,,1
1504,65548,85418,CAC,CAMDEN NATIONAL CORP,CAMDEN NATIONAL,CAMDEN,1
