,gvkey,permno,ticker,names.firms,names.firms.1,regexes,done
1643,3342,26084,CTG,COMPUTER TASK GROUP INC,COMPUTER TASK,,
1644,66602,85903,CIX,COMPX INTERNATIONAL INC,COMPX INTERNATIONAL,COMPX,1
1645,34010,11644,CRK,COMSTOCK RESOURCES INC,COMSTOCK RESOURCES,,1
1646,161994,82238,CITP,COMSYS IT PARTNERS INC,COMSYS IT PARTNERS,COMSYS I.?T.? PARTNERS,1
1647,3358,26201,CMTL,COMTECH TELECOMMUN,COMTECH TELECOMMUN,,1
1648,176289,91957,COMV,COMVERGE INC,COMVERGE,,1
1649,3362,56274,CAG,CONAGRA BRANDS INC,CONAGRA BRANDS,,1
1650,62236,83123,CPTS,CONCEPTUS INC,CONCEPTUS,,1
1651,177884,92239,CXO,CONCHO RESOURCES INC,CONCHO RESOURCES,,1
1652,32098,16895,BBCP,CONCRETE PUMPING HOLDINGS,CONCRETE PUMPING,,
1653,116787,86525,CNQR,CONCUR TECHNOLOGIES INC,CONCUR TECH*,,1
1654,24084,15496,CFMS,CONFORMIS INC,CONFORMIS,,1
1655,13623,11547,CNMD,CONMED CORP,CONMED,,1
1656,156614,89908,CONN,CONN'S INC,CONN'S,CONN.?S,1
1657,17724,83642,CNOB,CONNECTONE BANCORP INC,CONNECTONE BANCORP,,1
1658,162127,90803,CNSL,CONSOLIDATED COMM HLDGS INC,CONSOLIDATED COMM,,1
1659,30310,80621,CGX,CONSOLIDATED GRAPHICS INC,CONSOLIDATED GRAPHICS,,1
1660,178493,92302,CTCT,CONSTANT CONTACT INC,CONSTANT CONTACT,,1
1661,1995,24221,CEG,CONSTELLATION ENERGY GRP INC,CONSTELLATION ENERGY,,1
1662,25852,78018,CPSS,CONSUMER PORTFOLIO SVCS INC,CONSUMER PORTFOLIO SERVICES,,1
1663,18842,14274,TCS,CONTAINER STORE GROUP,CONTAINER STORE,,1
1664,22053,88871,MCF,CONTANGO OIL & GAS CO,CONTANGO OIL & GAS,,1
1665,19442,14478,CBPX,CONTINENTAL BUILDING PRODS,CONTINENTAL BUILDING PRODS,,1
1666,3469,91983,CLR,CONTINENTAL RESOURCES INC,CONTINENTAL RESOURCES,,1
1667,133547,88207,CNVR,CONVERSANT INC,CONVERSANT,,1
1668,3504,65541,COO,COOPER COS INC (THE),COOPER,,
1669,3502,27430,CTB,COOPER TIRE & RUBBER CO,COOPER TIRE & RUBBER,COOPER TIRE & RUBBER|COOPER TIRE AND RUBBER,1
1670,163765,14185,CPS,COOPER-STANDARD HOLDINGS INC,COOPER-STANDARD,COOPER.?STANDARD,1
1671,29901,80320,CPRT,COPART INC,COPART,,1
1672,162876,91018,CORE,CORE MARK HOLDING CO INC,CORE MARK,,1
1673,165209,91801,CORR,CORENERGY INFRASTRUCTURE TR,CORENERGY INFRASTRUCTURE TR,CORENERGY INF*,1
1674,19912,14594,CORI,CORIUM INTERNATIONAL INC,CORIUM INTERNATIONAL,CORIUM,1
1675,25130,77501,CNR,CORNERSTNE BULDNG BRNDS INC,CORNERSTNE BULDNG BRNDS,CORNERSTONE BUILDING BRANDS,1
1676,185646,12639,CSOD,CORNERSTONE ONDEMAND INC,CORNERSTONE ONDEMAND,,1
1677,3532,22293,GLW,CORNING INC,CORNING,,1
1678,62590,83365,CPWM,COST PLUS INC,COST PLUS,,1
1679,3612,53575,ATX,COSTA INC   -CL A,COSTA,,1
1680,112111,86288,CSGP,COSTAR GROUP INC,COSTAR,,1
1681,22201,15180,ICBK,COUNTY BANCORP INC,COUNTY BANCORP,,1
1682,28084,16382,COUP,COUPA SOFTWARE INC,COUPA SOFTWARE,,1
1683,3556,27474,CRRC,COURIER CORP,COURIER,,
1684,183797,93128,COWN,COWEN INC,COWEN,,1
1685,63657,83982,CXR,COX RADIO INC  -CL A,COX RADIO,,1
1686,25726,77900,CVU,CPI AEROSTRUCTURES INC,CPI AEROSTRUCTURES,,1
1687,109919,85972,CRAI,CRA INTERNATIONAL INC,CRA INTERNATIONAL,,1
1688,3570,27562,CBRL,CRACKER BARREL OLD CTRY STOR,CRACKER BARREL OLD CTRY STOR,CRACKER BARREL,1
1689,3580,20204,CR,CRANE CO,CRANE,,1
1690,61350,82287,CRAY,CRAY INC,CRAY,,1
1691,25339,77660,CACC,CREDIT ACCEPTANCE CORP,CREDIT ACCEPTANCE,,1
1692,27794,78875,CREE,CREE INC,CREE,,1
1693,144396,89167,CCRN,CROSS COUNTRY HEALTHCARE INC,CROSS COUNTRY HEALTHCARE,,1
1694,113490,86339,CCI,CROWN CASTLE INTL CORP,CROWN CASTLE,,1
1695,3622,59256,CRWS,CROWN CRAFTS INC,CROWN CRAFTS,,1
1696,134026,88246,CRWN,CROWN MEDIA HOLDINGS INC,CROWN MEDIA,,1
1697,62266,83124,CSGS,CSG SYSTEMS INTL INC,CSG SYSTEMS,,1
1698,2573,20336,CSPI,CSP INC,CSP,,1
1699,26304,15797,CSRA,CSRA INC,CSRA,,1
1700,17699,13831,CST,CST BRANDS INC,CST BRANDS,,1
1701,24601,15651,CSWI,CSW INDUSTRIALS INC,CSW INDUSTRIALS,,1
1702,2574,62148,CSX,CSX CORP,CSX,,1
1703,166639,91350,CTCM,CTC MEDIA INC,CTC MEDIA,,1
1704,64515,84604,CTIC,CTI BIOPHARMA CORP,CTI BIOPHARMA,CTI BIO*,1
1705,2577,28564,CTS,CTS CORP,CTS,,1
1706,3639,31077,CUB,CUBIC CORP,CUBIC,,1
1707,3643,27888,CFR,CULLEN/FROST BANKERS INC,CULLEN/FROST BANKERS,CULLEN.?FROST BANKERS,1
1708,3650,41080,CMI,CUMMINS INC,CUMMINS,,1
1709,112030,86155,CMLS,CUMULUS MEDIA INC,CUMULUS MEDIA,,1
1710,138341,88511,CRIS,CURIS INC,CURIS,,1
1711,170396,13921,CUBI,CUSTOMERS BANCORP INC,CUSTOMERS BANCORP,,1
1712,20019,20395,CVBF,CVB FINANCIAL CORP,CVB FINANCIAL,,1
1713,2581,86290,CVV,CVD EQUIPMENT CORP,CVD EQUIPMENT,,1
1714,18322,14063,CVT,CVENT INC,CVENT,,1
1715,178672,92326,CVI,CVR ENERGY INC,CVR ENERGY,,1
1716,7241,17005,CVS,CVS HEALTH CORP,CVS HEALTH,,1
1717,121656,86958,CYBS,CYBERSOURCE CORP,CYBERSOURCE,,1
1718,6839,62906,CYBI,CYBEX INTERNATIONAL INC,CYBEX INTERNATIONAL,,1
1719,160809,90098,CYCC,CYCLACEL PHARMACEUTICALS,CYCLACEL PHARMA*,,1
1720,19600,14691,CBAY,CYMABAY THERAPEUTICS INC,CYMABAY THERAPEUTICS,,1
1721,12215,10302,CY,CYPRESS SEMICONDUCTOR CORP,CYPRESS SEMICONDUCTOR,,1
1722,25340,77661,DHI,D R HORTON INC,D R HORTON,D.?R.? HORTON,1
1723,3734,92570,DAN,DANA INC,DANA,DANA INC*,1
1724,3735,49680,DHR,DANAHER CORP,DANAHER,,1
1725,31846,81655,DRI,DARDEN RESTAURANTS INC,DARDEN RESTAURANTS,,1
1726,166704,91841,DR,DARWIN PROFESSIONAL UNDWRTS,DARWIN PROFESSIONAL UNDWRTS,DARWIN PROFESSIONAL,1
1727,28071,89925,DZSI,DASAN ZHONE SOLUTIONS INC,DASAN ZHONE SOLUTIONS,,1
1728,24552,15654,DSKE,DASEKE INC,DASEKE,,1
1729,3761,28629,DAIO,DATA I/O CORP,DATA I/O,DATA I.?O.?,1
1730,113269,87160,DTLK,DATALINK CORP,DATALINK,,1
1731,25320,77630,DWCH,DATAWATCH CORP,DATAWATCH,,1
1732,60923,15014,PLAY,DAVE & BUSTER'S ENTMT INC,DAVE & BUSTER'S ENTMT,DAVE & BUSTER.?S|DAVE AND BUSTER.?S,1
1733,3806,29050,DWSN,DAWSON GEOPHYSICAL CO,DAWSON GEOPHYSICAL,,1
1734,29015,79686,DECK,DECKERS OUTDOOR CORP,DECKERS OUTDOOR,,1
1735,3835,19350,DE,DEERE & CO,DEERE,DEERE & CO,1
1736,179094,13524,DFRG,DEL FRISCOS RESTURNT GRP INC,DEL FRISCOS RESTAURANT,,1
1737,19168,14433,TACO,DEL TACO RESTAURANTS INC,DEL TACO RESTAURANTS,,1
1738,140023,89169,DCTH,DELCATH SYSTEMS INC,DELCATH SYSTEMS,,1
1739,166563,91215,DK,DELEK US HOLDINGS INC,DELEK US,,1
1740,14489,11081,DELL,DELL TECHNOLOGIES INC,DELL TECH*,DELL,1
1741,137432,88287,DLA,DELTA APPAREL INC,DELTA APPAREL,,1
1742,64135,84365,DEL,DELTIC TIMBER CORP,DELTIC TIMBER,,1
1743,3863,61743,DLX,DELUXE CORP,DELUXE,,
1744,187687,13292,DWRE,DEMANDWARE INC,DEMANDWARE,,1
1745,13700,11600,XRAY,DENTSPLY SIRONA INC,DENTSPLY SIRONA,,1
1746,30205,80524,DSCI,DERMA SCIENCES INC,DERMA SCIENCES,,1
1747,24171,90751,DBI,DESIGNER BRANDS INC,DESIGNER BRANDS,,1
1748,13381,11379,DXLG,DESTINATION XL GROUP INC,DESTINATION XL,,1
1749,132644,87814,DTRM,DETERMINE INC,DETERMINE,DETERMINE INC*,1
1750,162887,90664,DXCM,DEXCOM INC,DEXCOM,,1
1751,160892,90535,DLLR,DFC GLOBAL CORP,DFC GLOBAL,,1
1752,177943,92172,DHX,DHI GROUP INC,DHI,,1
1753,163627,90807,DMND,DIAMOND FOODS INC,DIAMOND FOODS,,1
1754,64418,84571,DTPI,DIAMOND MANAGEMENT & TECHNL,DIAMOND MANAGEMENT & TECHNL,,1
1755,150139,89540,DKS,DICKS SPORTING GOODS INC,DICKS SPORTING GOODS,DICK.?S SPORTING,1
1756,3946,40440,DBD,DIEBOLD NIXDORF INC,DIEBOLD NIXDORF,,1
1757,16710,75831,DGII,DIGI INTERNATIONAL INC,DIGI INTERNATIONAL,,1
1758,162233,92521,DGLY,DIGITAL ALLY INC,DIGITAL ALLY,,1
1759,170353,13372,DCIN,DIGITAL CINEMA DESTINATIONS,DIGITAL CINEMA DESTINATIONS,,1
1760,9551,88518,APPS,DIGITAL TURBINE INC,DIGITAL TURBINE,,1
1761,63135,83815,DCOM,DIME COMMUNITY BANCSHARES,DIME COMMUNITY BANCSHARES,,1
1762,24291,76732,DIN,DINE BRANDS GLOBAL INC,DINE BRANDS GLOBAL,,1
1763,177376,92121,DFS,DISCOVER FINANCIAL SVCS,DISCOVER FINANCIAL SERVICES,,1
1764,121153,86959,DITC,DITECH NETWORKS INC,DITECH NETWORKS,,1
1765,30175,80587,DVCR,DIVERSICARE HEALTHCARE SVCS,DIVERSICARE HEALTHCARE SERVICES,,1
1766,180759,13869,SAUC,DIVERSIFIED RESTAURANT HLDGS,DIVERSIFIED RESTAURANT,,1
1767,4001,10886,DXYN,DIXIE GROUP INC,DIXIE,,1
1768,12304,10257,DLHC,DLH HOLDINGS CORP,DLH,,1
1769,4497,33823,BOOM,DMC GLOBAL INC,DMC GLOBAL,,1
1770,177982,92243,DOLNQ,DOLAN CO,DOLAN,,1
1771,4036,61313,DCI,DONALDSON CO INC,DONALDSON,,1
1772,4040,38682,RRD,DONNELLEY (R R) & SONS CO,DONNELLEY & SONS,DONNELLEY AND SONS|DONNELLEY .? SONS,1
1773,27803,16277,DFIN,DONNELLEY FINANCIAL SOLTNS,DONNELLEY FINANCIAL SOLTNS,DONNELLEY FINANCIAL,1
1774,65413,85333,HILL,DOT HILL SYSTEMS CORP,DOT HILL SYSTEMS,,1
1775,175835,91662,DBTK,DOUBLE-TAKE SOFTWARE INC,DOUBLE-TAKE SOFTWARE,DOUBLE.?TAKE SOFTWARE,1
1776,4058,25953,DOV,DOVER CORP,DOVER,,1
1777,147657,89332,DDE,DOVER DOWNS GAMING & ENTMT,DOVER DOWNS GAMING & ENTMT,,1
1778,165053,90969,DOVR,DOVER SADDLERY INC,DOVER SADDLERY,,1
1779,4062,58990,DJ,DOW JONES & CO INC,DOW JONES,,1
1780,147303,89548,DS,DRIVE SHACK INC,DRIVE SHACK,,1
1781,29722,80236,DSPG,DSP GROUP INC,DSP,,1
1782,3707,83186,DST,DST SYSTEMS INC,DST SYSTEMS,,1
1783,3897,11674,DTE,DTE ENERGY CO,DTE ENERGY,,1
1784,153813,89793,DTSI,DTS INC,DTS,,1
1785,178453,92268,DUF,DUFF & PHELPS CORP,DUFF & PHELPS,DUFF .? PHELPS|DUFF AND PHELPS,1
1786,174222,12914,DNKN,DUNKIN' BRANDS GROUP INC,DUNKIN' BRANDS,DUNKIN.?,1
1787,4060,20626,DD,DUPONT DE NEMOURS INC,DUPONT DE NEMOURS,,1
1788,170961,13525,DRTX,DURATA THERAPEUTICS INC,DURATA THERAPEUTICS,,1
1789,140044,88626,DRRX,DURECT CORP,DURECT,,1
1790,3336,40125,DXC,DXC TECHNOLOGY CO,DXC TECH*,,1
1791,64223,85176,DXPE,DXP ENTERPRISES INC,DXP ENTERPRISES,,1
1792,4115,12008,DY,DYCOM INDUSTRIES INC,DYCOM INDUSTRIES,,1
1793,63501,83862,ETFC,E TRADE FINANCIAL CORP,E TRADE FINANCIAL,E.?TRADE,1
1794,27907,16318,ELF,E.L.F. BEAUTY INC,E.L.F. BEAUTY,E\.?L\.?F\.? BEAUTY,1
1795,170759,13526,EOPN,E2OPEN INC,E2OPEN,,1
1796,111721,87318,EGBN,EAGLE BANCORP INC/MD,EAGLE BANCORP INC/MD,EAGLE BANCORP,1
1797,30032,80415,EXP,EAGLE MATERIALS INC,EAGLE MATERIALS,,1
1798,118042,86719,EWBC,EAST WEST BANCORP INC,EAST WEST BANCORP,,1
1799,13480,11481,EBIX,EBIX INC,EBIX,,1
1800,179957,93079,ECHO,ECHO GLOBAL LOGISTICS INC,ECHO GLOBAL LOGISTICS,ECHO GLOBAL,1
1801,117903,86583,EF,EDELMAN FINANCIAL GROUP INC,EDELMAN FINANCIAL,,1
1802,133367,87659,EPC,EDGEWELL PERSONAL CARE CO,EDGEWELL PERSONAL CARE,,1
1803,144010,89030,REVUQ,EDUCATION HOLDINGS 1 INC,EDUCATION HOLDINGS 1,EDUCATION HOLDINGS ONE|EDUCATION HOLDINGS 1,1
1804,4225,31668,EDUC,EDUCATIONAL DEVELOPMENT CORP,EDUCATIONAL DEVELOPMENT,,1
1805,124036,87227,EGAN,EGAIN CORP,EGAIN,E.?GAIN,1
1806,174389,91498,EHTH,EHEALTH INC,EHEALTH,,1
1807,62330,83152,BAGL,EINSTEIN NOAH RESTAURANT GRP,EINSTEIN NOAH RESTAURANT,EINSTEIN NOAH,1
1808,4241,82855,EE,EL PASO ELECTRIC CO,EL PASO ELECTRIC,,1
1809,21124,14812,LOCO,EL POLLO LOCO HOLDINGS INC,EL POLLO LOCO,,1
1810,4274,32054,ESIO,ELECTRO SCIENTIFIC INDS INC,ELECTRO SCIENTIFIC INDUSTRIES,,1
1811,25774,77971,EFII,ELECTRONICS FOR IMAGING INC,ELECTRONICS FOR IMAGING,,1
1812,315318,14406,ESI,ELEMENT SOLUTIONS INC,ELEMENT SOLUTIONS,,1
1813,26509,16659,ELVT,ELEVATE CREDIT INC,ELEVATE CREDIT,,1
1814,186955,12645,ELLI,ELLIE MAE INC,ELLIE MAE,,1
1815,28303,79195,PERY,ELLIS PERRY INTL INC,ELLIS PERRY,,1
1816,114698,87658,EMAN,EMAGIN CORP,EMAGIN,,1
1817,12053,10147,EMC,EMC CORP/MA,EMC,,1
1818,16716,31238,EMCI,EMC INSURANCE GROUP INC,EMC INSURANCE,,1
1819,6223,82694,EME,EMCOR GROUP INC,EMCOR,,1
1820,64637,84607,EMKR,EMCORE CORP,EMCORE,,1
1821,30998,16660,EEX,EMERALD HOLDING INC,EMERALD,EMERALD HOlDING,1
1822,164571,91045,EMS,EMERGENCY MEDICAL SVCS CORP,EMERGENCY MEDICAL SERVICES,,1
1823,61584,82638,ESC,EMERITUS CORP,EMERITUS,,1
1824,4331,23042,EDE,EMPIRE DISTRICT ELECTRIC CO,EMPIRE DISTRICT ELECTRIC,,1
1825,176591,91688,EIG,EMPLOYERS HOLDINGS INC,EMPLOYERS,EMPLOYERS HOLDINGS INC*,
1826,4279,32110,ELMG,EMS TECHNOLOGIES INC,EMS TECH*,,1
1827,24810,86106,EEP,ENBRIDGE ENERGY PRTNRS  -LP,ENBRIDGE ENERGY PRTNRS -LP,ENBRIDGE,1
1828,177944,92198,EBTX,ENCORE BANCSHARES INC,ENCORE BANCSHARES,,1
1829,121815,87077,ECPG,ENCORE CAPITAL GROUP INC,ENCORE CAPITAL,,1
1830,197559,14244,EIGI,ENDURANCE INTL GRP HLDGS INC,ENDURANCE,ENDURANCE INTERNATIONAL,1
1831,23083,15400,ENR,ENERGIZER HOLDINGS INC,ENERGIZER,,1
1832,19977,14556,WATT,ENERGOUS CORP,ENERGOUS,,1
1833,30614,80812,EFOI,ENERGY FOCUS INC,ENERGY FOCUS,,1
1834,179738,92753,ERII,ENERGY RECOVERY INC,ENERGY RECOVERY,ENERGY RECOVERY INC*,1
1835,184006,16587,EGC,ENERGY XXI GULF COAST INC,ENERGY XXI GULF COAST,,1
1836,61971,86122,ENG,ENGLOBAL CORP,ENGLOBAL,,1
1837,148950,89406,NPO,ENPRO INDUSTRIES INC,ENPRO INDUSTRIES,,1
1838,178803,92432,ENSG,ENSIGN GROUP INC,ENSIGN,,1
1839,117902,86560,ETM,ENTERCOM COMMUNICATIONS CORP,ENTERCOM COMMUNICATIONS,,1
1840,7366,24010,ETR,ENTERGY CORP,ENTERGY,,1
1841,117141,90591,EFSC,ENTERPRISE FINL SERVICES CP,ENTERPRISE FINL SERVICES,ENTERPRISE FINANCIAL,1
1842,137943,88485,EVC,ENTRAVISION COMMUNICATIONS,ENTRAVISION COMMUNICATIONS,,1
1843,184576,11370,ENV,ENVESTNET INC,ENVESTNET,,1
1844,4418,33209,ENZ,ENZO BIOCHEM INC,ENZO BIOCHEM,ENZO BIO*,1
1845,29001,79724,OMG,OM GROUP INC,OM,OM GROUP,1
1846,183593,93085,OMER,OMEROS CORP,OMEROS,,1
1847,22165,15110,ONDK,ON DECK CAPITAL INC,ON DECK CAPITAL,,1
1848,134932,88182,ON,ON SEMICONDUCTOR CORP,ON SEMICONDUCTOR,,1
1849,18978,15383,STKS,ONE GP HOSPITALITY (THE),ONE GP HOSPITALITY,,1
1850,3592,14229,OMF,ONEMAIN HOLDINGS INC,ONEMAIN,,1
1851,66686,88203,OSPN,ONESPAN INC,ONESPAN,,1
1852,132482,87797,ONVI,ONVIA INC,ONVIA,,1
1853,24508,15582,OOMA,OOMA INC,OOMA,,1
1854,62553,83399,OCC,OPTICAL CABLE CORP,OPTICAL CABLE,,1
1855,162175,90541,OXPS,OPTIONSXPRESS HOLDINGS INC,OPTIONSXPRESS,,1
1856,175395,91504,OPTM,OPTIUM CORP,OPTIUM,,1
1857,20277,14602,OPB,OPUS BANK,OPUS BANK,,1
1858,175004,91618,ORBC,ORBCOMM INC,ORBCOMM,,1
1859,8176,59871,ORBT,ORBIT INTERNATIONAL CORP,ORBIT INTERNATIONAL,,1
1860,23220,76477,OA,ORBITAL ATK INC,ORBITAL ATK,,1
1861,170730,14033,ONVO,ORGANOVO HOLDINGS INC,ORGANOVO,,1
1862,179058,92466,OESX,ORION ENERGY SYSTEMS INC,ORION ENERGY SYSTEMS,,1
1863,179132,92467,ORN,ORION GROUP HOLDINGS INC,ORION,,1
1864,65607,85488,OSIS,OSI SYSTEMS INC,OSI SYSTEMS,,1
1865,21145,14874,OTIC,OTONOMY INC,OTONOMY,,1
1866,18560,76359,OUTD,OUTDOOR CHANNEL HLDGS INC,OUTDOOR CHANNEL,,1
1867,65026,85173,OUTR,OUTERWALL INC,OUTERWALL,,1
1868,19507,14503,OUT,OUTFRONT MEDIA INC,OUTFRONT MEDIA,,1
1869,8210,51457,OSG,OVERSEAS SHIPHOLDING GROUP,OVERSEAS SHIPHOLDING,,1
1870,8213,60186,OMI,OWENS & MINOR INC,OWENS & MINOR,OWENS AND MINOR|OWENS .? MINOR,1
1871,8214,91531,OC,OWENS CORNING,OWENS CORNING,,1
1872,8219,34948,OXM,OXFORD INDUSTRIES INC,OXFORD INDUSTRIES,,1
1873,8229,44230,PFIN,P & F INDUSTRIES  -CL A,P & F INDUSTRIES,P.?F INDUSTRIES|P AND F INDUSTRIES|P .? F INDUSTRIES,1
1874,116503,86534,PFCB,P F CHANGS CHINA BISTRO INC,P F CHANGS CHINA BISTRO,PF CHANGS|P.?F.? CHANGS,1
1875,138601,88497,PIOE,P10 HOLDINGS INC,P10,P TEN|P.?TEN,1
1876,185419,12360,PACB,PACIFIC BIOSCIENCES OF CALIF,PACIFIC BIOSCIENCES OF CALIF,PACIFIC BIO*,1
1877,65532,88367,PCBK,PACIFIC CONTINENTAL CORP,PACIFIC CONTINENTAL,,1
1878,163595,86165,PEIX,PACIFIC ETHANOL INC,PACIFIC ETHANOL,,1
1879,64979,85020,PPBI,PACIFIC PREMIER BANCORP INC,PACIFIC PREMIER BANCORP,,1
1880,185836,12583,PCRX,PACIRA BIOSCIENCES INC,PACIRA BIOSCIENCES,PACIRA BIO*,1
1881,128978,87541,PKG,PACKAGING CORP OF AMERICA,PACKAGING CORP OF AMERICA,,1
1882,132502,87800,PALM,PALM INC,PALM,PALM INC*,1
1883,171067,13511,PANW,PALO ALTO NETWORKS INC,PALO ALTO NETWORKS,,1
1884,26038,78193,PMTI,PALOMAR MED TECHNOLOGIES INC,PALOMAR MED TECH*,,1
1885,186520,12873,P,PANDORA MEDIA INC,PANDORA MEDIA,,1
1886,31392,86993,PTRY,PANTRY INC,PANTRY,PANTRY INC*,1
1887,20407,14654,FRSH,PAPA MURPHY'S HOLDINGS INC,PAPA MURPHY'S,PAPA MURPHY.?S,1
1888,22447,79259,PARR,PAR PACIFIC HOLDINGS INC,PAR PACIFIC,,1
1889,8334,61146,PAR,PAR TECHNOLOGY CORP,PAR TECH*,,1
1890,8348,35107,PKE,PARK AEROSPACE CORP,PARK AEROSPACE,,1
1891,116166,12380,PCYG,PARK CITY GROUP INC,PARK CITY,PARK CITY GROUP,1
1892,27394,16499,PK,PARK HOTELS & RESORTS,PARK HOTELS & RESORTS,PARK HOTELS AND RESORTS|PARK HOTELS .? RESORTS,1
1893,176375,12088,PSTB,PARK STERLING CORP,PARK STERLING,,1
1894,8358,41355,PH,PARKER-HANNIFIN CORP,PARKER-HANNIFIN,PARKER.?HANNIFIN,1
1895,187084,15327,PRTY,PARTY CITY HOLDCO INC,PARTY CITY HOLDCO,,1
1896,8386,61496,PATK,PATRICK INDUSTRIES INC,PATRICK INDUSTRIES,,1
1897,22731,15144,PATI,PATRIOT TRANSPORTATION HLDG,PATRIOT TRANSPORTATION,,1
1898,18677,14168,PEGI,PATTERN ENERGY GROUP INC,PATTERN ENERGY,,1
1899,25880,78034,PDCO,PATTERSON COS INC,PATTERSON,,1
1900,29108,79857,PTEN,PATTERSON-UTI ENERGY INC,PATTERSON-UTI ENERGY,PATTERSON.?UTI ENERGY,1
1901,8402,61621,PAYX,PAYCHEX INC,PAYCHEX,,1
1902,20116,14579,PAYC,PAYCOM SOFTWARE INC,PAYCOM SOFTWARE,,1
1903,196159,13730,PBF,PBF ENERGY INC,PBF ENERGY,,1
1904,66586,85886,CNXN,PC CONNECTION INC,PC CONNECTION,,1
1905,31674,81566,PCMI,PCM INC,PCM,,1
1906,125014,87361,PCTI,PCTEL INC,PCTEL,,1
1907,8512,62341,PDCE,PDC ENERGY INC,PDC ENERGY,,1
1908,144437,89044,PDFS,PDF SOLUTIONS INC,PDF SOLUTIONS,,1
1909,24878,77292,PDLI,PDL BIOPHARMA INC,PDL BIOPHARMA,PDL BIO*,1
1910,187040,15080,SKIS,PEAK RESORTS INC,PEAK RESORTS,,1
1911,140897,88868,PEET,PEET'S COFFEE & TEA INC,PEET'S COFFEE & TEA,PEET.?S COFFEE,1
1912,11748,62042,PENX,PENFORD CORP,PENFORD,,1
1913,30259,80563,PENN,PENN NATIONAL GAMING INC,PENN NATIONAL GAMING,,1
1914,17306,13908,PFSI,PENNYMAC FINANCIAL SERVICES,PENNYMAC FINANCIAL SERVICES,,1
1915,8463,62034,PNR,PENTAIR PLC,PENTAIR,,1
1916,26147,15694,PEN,PENUMBRA INC,PENUMBRA,,1
1917,16245,12073,PBCT,PEOPLE'S UNITED FINL INC,PEOPLE'S UNITED FINL,PEOPLE.?S UNITED FINANCIAL,1
1918,17106,78903,PEBO,PEOPLES BANCORP INC/OH,PEOPLES BANCORP INC/OH,PEOPLE.?S BANCORP,1
1919,160414,90418,PSPT,PEOPLESUPPORT INC,PEOPLESUPPORT,,1
1920,8694,23501,POM,PEPCO HOLDINGS INC,PEPCO,,1
1921,119417,86756,PBG,PEPSI BOTTLING GROUP INC,PEPSI BOTTLING,,1
1922,5824,38973,PAS,PEPSIAMERICAS INC,PEPSIAMERICAS,,1
1923,185943,13560,PSMI,PEREGRINE SEMICONDUCTOR CORP,PEREGRINE SEMICONDUCTOR,,1
1924,122394,87086,PRFT,PERFICIENT INC,PERFICIENT,,1
1925,28787,15724,PFGC,PERFORMANCE FOOD GROUP CO,PERFORMANCE FOOD,PERFORMANCE FOOD GROUP,1
1926,170965,13559,PFMT,PERFORMANT FINANCIAL CORP,PERFORMANT FINANCIAL,,1
1927,25979,78189,PESI,PERMA-FIX ENVIRONMENTAL SVCS,PERMA-FIX ENVIRONMENTAL SERVICES,PERMA.?FIX ENVIRONMENTAL ,1
1928,33439,17792,PRSP,PERSPECTA INC,PERSPECTA,,1
1929,32219,16827,PETQ,PETIQ INC,PETIQ,,1
1930,65406,90012,PETS,PETMED EXPRESS INC,PETMED EXPRESS,,1
1931,126718,87510,PFSW,PFSWEB INC,PFSWEB,,1
1932,174049,91363,PGTI,PGT INNOVATIONS INC,PGT INNOVATIONS,,1
1933,61448,82513,PCYC,PHARMACYCLICS INC,PHARMACYCLICS,,1
1934,177924,92184,PMC,PHARMERICA CORP,PHARMERICA,,1
1935,264506,90290,PFWD,PHASE FORWARD INC,PHASE FORWARD,,1
1936,8240,90531,PHH,PHH CORP,PHH,,1
1937,28858,79617,PHLY,PHILADELPHIA CONS HLDG CORP,PHILADELPHIA CONS,,1
1938,142462,89008,PNX,PHOENIX COMPANIES INC,PHOENIX COMPANIES,,1
1939,23768,76586,PICO,PICO HOLDINGS INC,PICO,,1
1940,163877,90792,PIKE,PIKE CORP,PIKE,,1
1941,12785,70965,PPC,PILGRIM'S PRIDE CORP,PILGRIM'S PRIDE,PILGRIM.?S PRIDE,1
1942,139025,89395,PNFP,PINNACLE FINL PARTNERS INC,PINNACLE FINL PARTNERS,PINNACLE FINANCIAL,1
1943,1075,27991,PNW,PINNACLE WEST CAPITAL CORP,PINNACLE WEST CAPITAL,,1
1944,14359,75241,PXD,PIONEER NATURAL RESOURCES CO,PIONEER NATURAL RESOURCES,,1
1945,184133,14172,PPSI,PIONEER POWER SOLUTIONS INC,PIONEER POWER SOLUTIONS,,1
1946,33321,17673,PVTL,PIVOTAL SOFTWARE INC,PIVOTAL SOFTWARE,,1
1947,23247,15650,PJT,PJT PARTNERS INC,PJT PARTNERS,,1
1948,29435,80012,PLNR,PLANAR SYSTEMS INC,PLANAR SYSTEMS,,1
1949,276731,13705,PLPM,PLANET PAYMENT INC,PLANET PAYMENT,,1
1950,26044,78209,TUTR,PLATO LEARNING INC,PLATO LEARNING,,1
1951,12945,10032,PLXS,PLEXUS CORP,PLEXUS,,1
1952,125604,87337,PLUG,PLUG POWER INC,PLUG POWER,,1
1953,33446,17788,PS,PLURALSIGHT INC,PLURALSIGHT,,1
1954,18003,13909,PGEM,PLY GEM HOLDINGS INC,PLY GEM,,1
1955,25823,85840,PMACA,PMA CAPITAL CORP,PMA CAPITAL,,1
